Order_Date,Region,Category,Sales_Channel,Units_Sold,Unit_Price,Discount_Rate,Total_Revenue,Total_Profit
2023-11-26,North America,Home & Kitchen,Online,13,299.99,0.0,3899.87,1916.08
2023-11-27,Latin America,Apparel,Distributor,17,299.99,0.25,3824.87,674.63
2023-11-28,Asia-Pacific,Home & Kitchen,Direct Sales,8,120.0,0.15,816.0,174.4
2023-11-29,Europe,Electronics,Retail Store,21,850.0,0.0,17850.0,8268.23
2023-11-30,North America,Books,Online,18,299.99,0.25,4049.86,1171.56
2023-12-01,Middle East,Office Supplies,Online,30,120.0,0.0,3600.0,1509.71
2023-12-02,Latin America,Home & Kitchen,Direct Sales,18,850.0,0.0,15300.0,6465.44
2023-12-03,Europe,Electronics,Distributor,46,299.99,0.05,13109.56,4250.58
2023-12-04,Europe,Office Supplies,Direct Sales,47,299.99,0.25,10574.65,2919.38
2023-12-05,Asia-Pacific,Books,Distributor,31,19.99,0.15,526.74,93.68
2023-12-06,Asia-Pacific,Office Supplies,Distributor,38,19.99,0.05,721.64,404.24
2023-12-07,Middle East,Electronics,Online,32,850.0,0.0,27200.0,16294.15
2023-12-08,Middle East,Office Supplies,Direct Sales,11,299.99,0.0,3299.89,1346.16
2023-12-09,North America,Apparel,Direct Sales,45,49.99,0.0,2249.55,1148.33
2023-12-10,North America,Office Supplies,Distributor,25,19.99,0.25,374.81,138.87
2023-12-11,Middle East,Home & Kitchen,Direct Sales,33,850.0,0.25,21037.5,7192.87
2023-12-12,Middle East,Home & Kitchen,Retail Store,38,299.99,0.05,10829.64,5394.14
2023-12-13,Latin America,Apparel,Retail Store,41,299.99,0.15,10454.65,5421.2
2023-12-14,Asia-Pacific,Electronics,Direct Sales,8,49.99,0.05,379.92,103.39
2023-12-15,North America,Home & Kitchen,Direct Sales,11,850.0,0.1,8415.0,4055.81
2023-12-16,Asia-Pacific,Books,Distributor,22,299.99,0.0,6599.78,2506.54
2023-12-17,Asia-Pacific,Home & Kitchen,Retail Store,24,19.99,0.0,479.76,178.1
2023-12-18,Middle East,Home & Kitchen,Retail Store,41,49.99,0.0,2049.59,658.37
2023-12-19,Latin America,Electronics,Online,17,850.0,0.05,13727.5,7815.07
2023-12-20,Europe,Office Supplies,Distributor,12,49.99,0.05,569.89,173.0
2023-12-21,Latin America,Home & Kitchen,Online,46,19.99,0.0,919.54,406.28
2023-12-22,Latin America,Apparel,Retail Store,32,850.0,0.05,25840.0,9798.44
2023-12-23,Asia-Pacific,Office Supplies,Distributor,15,49.99,0.25,562.39,117.47
2023-12-24,Latin America,Books,Direct Sales,16,120.0,0.25,1440.0,199.8
2023-12-25,North America,Electronics,Distributor,22,19.99,0.05,417.79,197.89
2023-12-26,Asia-Pacific,Books,Direct Sales,28,19.99,0.0,559.72,212.74
2023-12-27,North America,Office Supplies,Direct Sales,20,19.99,0.05,379.81,156.49
2023-12-28,Europe,Office Supplies,Distributor,33,120.0,0.05,3762.0,1235.45
2023-12-29,Asia-Pacific,Office Supplies,Direct Sales,10,120.0,0.05,1140.0,303.4
2023-12-30,Europe,Books,Online,40,299.99,0.1,10799.64,5277.48
2023-12-31,Asia-Pacific,Office Supplies,Retail Store,32,49.99,0.25,1199.76,82.55
2024-01-01,Middle East,Books,Direct Sales,33,299.99,0.15,8414.72,4188.12
2024-01-02,Latin America,Office Supplies,Online,2,49.99,0.15,84.98,44.92
2024-01-03,Middle East,Apparel,Direct Sales,33,120.0,0.1,3564.0,1927.54
2024-01-04,Europe,Office Supplies,Retail Store,33,120.0,0.05,3762.0,1771.96
2024-01-05,Latin America,Books,Online,41,299.99,0.1,11069.63,3814.45
2024-01-06,Asia-Pacific,Home & Kitchen,Retail Store,13,850.0,0.1,9945.0,5296.17
2024-01-07,Latin America,Office Supplies,Retail Store,30,299.99,0.0,8999.7,5384.52
2024-01-08,North America,Home & Kitchen,Online,33,49.99,0.25,1237.25,113.61
2024-01-09,Latin America,Apparel,Online,13,299.99,0.15,3314.89,793.32
2024-01-10,North America,Electronics,Online,26,19.99,0.05,493.75,159.68
2024-01-11,Latin America,Apparel,Distributor,22,49.99,0.15,934.81,203.1
2024-01-12,North America,Office Supplies,Online,39,49.99,0.15,1657.17,467.89
2024-01-13,Europe,Home & Kitchen,Online,2,850.0,0.25,1275.0,541.75
2024-01-14,Middle East,Home & Kitchen,Online,38,120.0,0.15,3876.0,1506.03
2024-01-15,Asia-Pacific,Books,Online,39,49.99,0.15,1657.17,454.37
2024-01-16,Latin America,Home & Kitchen,Direct Sales,26,120.0,0.1,2808.0,1297.61
2024-01-17,Middle East,Books,Distributor,46,299.99,0.25,10349.66,1984.08
2024-01-18,Asia-Pacific,Electronics,Retail Store,15,19.99,0.0,299.85,177.71
2024-01-19,Asia-Pacific,Office Supplies,Online,34,850.0,0.05,27455.0,13240.79
2024-01-20,North America,Books,Direct Sales,42,120.0,0.15,4284.0,1437.71
2024-01-21,Europe,Electronics,Direct Sales,44,49.99,0.05,2089.58,792.66
2024-01-22,Europe,Home & Kitchen,Direct Sales,49,120.0,0.0,5880.0,2510.1
2024-01-23,Middle East,Home & Kitchen,Retail Store,40,49.99,0.05,1899.62,681.21
2024-01-24,Europe,Electronics,Online,11,120.0,0.0,1320.0,789.59
2024-01-25,Latin America,Home & Kitchen,Distributor,3,49.99,0.1,134.97,70.44
2024-01-26,Europe,Electronics,Distributor,6,299.99,0.15,1529.95,340.76
2024-01-27,Middle East,Books,Direct Sales,9,49.99,0.0,449.91,177.93
2024-01-28,Europe,Books,Retail Store,6,49.99,0.05,284.94,154.8
2024-01-29,Latin America,Electronics,Retail Store,9,19.99,0.15,152.92,35.51
2024-01-30,North America,Books,Retail Store,39,49.99,0.1,1754.65,833.13
2024-01-31,Middle East,Books,Distributor,31,19.99,0.15,526.74,189.95
2024-02-01,North America,Books,Direct Sales,32,850.0,0.0,27200.0,15135.2
2024-02-02,North America,Apparel,Online,41,19.99,0.1,737.63,235.19
2024-02-03,North America,Office Supplies,Distributor,12,299.99,0.05,3419.89,1259.76
2024-02-04,Asia-Pacific,Home & Kitchen,Direct Sales,8,19.99,0.1,143.93,69.83
2024-02-05,Asia-Pacific,Apparel,Direct Sales,8,850.0,0.1,6120.0,1638.66
2024-02-06,North America,Books,Online,28,299.99,0.25,6299.79,1928.64
2024-02-07,Middle East,Electronics,Online,20,120.0,0.1,2160.0,989.39
2024-02-08,Latin America,Books,Online,47,120.0,0.1,5076.0,2562.26
2024-02-09,Latin America,Office Supplies,Retail Store,7,19.99,0.15,118.94,51.79
2024-02-10,Europe,Books,Online,11,19.99,0.05,208.9,119.49
2024-02-11,Middle East,Electronics,Direct Sales,20,850.0,0.15,14450.0,4675.39
2024-02-12,Asia-Pacific,Office Supplies,Online,16,850.0,0.15,11560.0,2683.7
2024-02-13,North America,Books,Direct Sales,4,49.99,0.0,199.96,87.04
2024-02-14,Europe,Office Supplies,Distributor,6,850.0,0.15,4335.0,1959.51
2024-02-15,Latin America,Home & Kitchen,Retail Store,22,49.99,0.25,824.84,373.82
2024-02-16,Asia-Pacific,Home & Kitchen,Distributor,26,299.99,0.25,5849.8,2227.69
2024-02-17,Asia-Pacific,Books,Distributor,3,19.99,0.0,59.97,28.5
2024-02-18,North America,Office Supplies,Direct Sales,41,299.99,0.05,11684.61,3961.9
2024-02-19,Latin America,Electronics,Distributor,42,850.0,0.05,33915.0,17623.2
2024-02-20,Middle East,Books,Direct Sales,14,299.99,0.15,3569.88,983.03
2024-02-21,Asia-Pacific,Home & Kitchen,Online,11,299.99,0.15,2804.91,626.72
2024-02-22,North America,Home & Kitchen,Online,18,299.99,0.15,4589.85,1694.55
2024-02-23,Middle East,Books,Direct Sales,12,850.0,0.05,9690.0,3096.42
2024-02-24,Latin America,Office Supplies,Online,23,299.99,0.1,6209.79,2301.78
2024-02-25,Asia-Pacific,Home & Kitchen,Retail Store,12,49.99,0.25,449.91,95.3
2024-02-26,Middle East,Office Supplies,Distributor,13,850.0,0.1,9945.0,3780.39
2024-02-27,Middle East,Home & Kitchen,Retail Store,25,299.99,,6749.78,2707.78
2024-02-28,Middle East,Home & Kitchen,Distributor,45,850.0,0.05,36337.5,18344.85
2024-02-29,Asia-Pacific,Apparel,Online,19,120.0,0.1,2052.0,932.62
2024-03-01,Asia-Pacific,Home & Kitchen,Retail Store,46,49.99,0.0,2299.54,1179.68
2024-03-02,Europe,Electronics,Online,36,299.99,0.15,9179.69,3034.84
2024-03-03,Latin America,Books,Distributor,45,120.0,0.0,5400.0,3045.68
2024-03-04,North America,Books,Direct Sales,8,120.0,0.25,720.0,71.96
2024-03-05,Middle East,Office Supplies,Direct Sales,29,850.0,0.15,20952.5,5763.26
2024-03-06,Europe,Home & Kitchen,Retail Store,32,120.0,0.1,3456.0,1457.53
2024-03-07,North America,Electronics,Online,44,49.99,0.25,1649.67,665.18
2024-03-08,Europe,Office Supplies,Online,18,49.99,0.15,764.85,166.83
2024-03-09,Asia-Pacific,Apparel,Retail Store,6,19.99,0.1,107.95,30.33
2024-03-10,Middle East,Office Supplies,Direct Sales,18,49.99,0.0,899.82,345.07
2024-03-11,North America,Office Supplies,Distributor,19,120.0,0.15,1938.0,840.26
2024-03-12,North America,Home & Kitchen,Retail Store,22,49.99,0.1,989.8,417.11
2024-03-13,North America,Apparel,Distributor,37,850.0,0.0,31450.0,17900.57
2024-03-14,North America,Office Supplies,Direct Sales,32,19.99,0.25,479.76,187.61
2024-03-15,North America,Electronics,Online,41,120.0,0.25,3690.0,566.27
2024-03-16,Europe,Electronics,Direct Sales,3,19.99,0.25,44.98,8.13
2024-03-17,Middle East,Books,Retail Store,28,120.0,,2520.0,577.77
2024-03-18,Asia-Pacific,Apparel,Online,10,850.0,0.05,8075.0,2390.9
2024-03-19,Asia-Pacific,Apparel,Retail Store,35,19.99,0.15,594.7,192.42
2024-03-20,Asia-Pacific,Books,Retail Store,29,299.99,0.15,7394.75,2696.12
2024-03-21,Asia-Pacific,Office Supplies,Direct Sales,15,120.0,0.05,1710.0,806.2
2024-03-22,Europe,Apparel,Retail Store,33,299.99,0.1,8909.7,2156.79
2024-03-23,Latin America,Electronics,Direct Sales,7,19.99,0.1,125.94,66.5
2024-03-24,Middle East,Electronics,Online,12,299.99,0.25,2699.91,254.63
2024-03-25,North America,Home & Kitchen,Direct Sales,49,299.99,0.0,14699.51,5174.02
2024-03-26,Latin America,Apparel,Online,30,19.99,0.1,539.73,276.47
2024-03-27,Asia-Pacific,Office Supplies,Direct Sales,21,850.0,0.0,17850.0,7684.51
2024-03-28,Latin America,Books,Distributor,31,299.99,0.15,7904.74,1767.28
2024-03-29,Middle East,Books,Distributor,24,299.99,0.0,7199.76,3084.79
2024-03-30,North America,Office Supplies,Retail Store,20,850.0,0.15,14450.0,3023.28
2024-03-31,North America,Home & Kitchen,Direct Sales,37,299.99,0.05,10544.65,2964.77
2024-04-01,Middle East,Books,Direct Sales,4,299.99,0.05,1139.96,507.92
2024-04-02,Middle East,Apparel,Online,28,299.99,0.25,6299.79,1989.1
2024-04-03,Asia-Pacific,Home & Kitchen,Retail Store,44,49.99,0.1,1979.6,481.93
2024-04-04,North America,Apparel,Direct Sales,20,850.0,0.25,12750.0,2506.79
2024-04-05,Latin America,Electronics,Retail Store,24,299.99,0.15,6119.8,2989.3
2024-04-06,Europe,Home & Kitchen,Distributor,49,850.0,0.25,31237.5,14049.06
2024-04-07,Europe,Books,Direct Sales,32,120.0,0.0,3840.0,1653.55
2024-04-08,Middle East,Home & Kitchen,Direct Sales,41,120.0,0.15,4182.0,841.07
2024-04-09,Asia-Pacific,Home & Kitchen,Retail Store,36,299.99,0.05,10259.66,3204.53
2024-04-10,Europe,Home & Kitchen,Direct Sales,34,850.0,0.1,26010.0,8590.4
2024-04-11,North America,Home & Kitchen,Retail Store,36,850.0,0.15,26010.0,12492.92
2024-04-12,Middle East,Apparel,Direct Sales,2,850.0,0.15,1445.0,635.34
2024-04-13,Latin America,Electronics,Online,15,49.99,0.0,749.85,252.96
2024-04-14,Middle East,Office Supplies,Retail Store,34,120.0,0.1,3672.0,1816.24
2024-04-15,Latin America,Home & Kitchen,Direct Sales,36,850.0,0.05,29070.0,14273.93
2024-04-16,Middle East,Books,Distributor,6,850.0,0.15,4335.0,2096.71
2024-04-17,Middle East,Home & Kitchen,Direct Sales,39,49.99,0.15,1657.17,481.88
2024-04-18,Middle East,Books,Distributor,42,49.99,0.0,2099.58,665.16
2024-04-19,Latin America,Apparel,Distributor,12,850.0,0.25,7650.0,2746.96
2024-04-20,Latin America,Books,Online,3,19.99,0.05,56.97,24.43
2024-04-21,Middle East,Office Supplies,Retail Store,45,850.0,0.1,34425.0,11845.95
2024-04-22,Europe,Electronics,Direct Sales,18,850.0,0.15,13005.0,2297.45
2024-04-23,Asia-Pacific,Books,Online,40,49.99,0.15,1699.66,836.95
2024-04-24,Asia-Pacific,Books,Direct Sales,21,49.99,0.05,997.3,420.37
2024-04-25,Asia-Pacific,Electronics,Distributor,15,850.0,0.25,9562.5,2989.42
2024-04-26,Latin America,Office Supplies,Retail Store,33,850.0,0.15,23842.5,5336.62
2024-04-27,Latin America,Home & Kitchen,Direct Sales,35,850.0,0.05,28262.5,12114.49
2024-04-28,Europe,Books,Direct Sales,26,49.99,0.0,1299.74,736.57
2024-04-29,Asia-Pacific,Electronics,Distributor,8,850.0,0.25,5100.0,1085.77
2024-04-30,Asia-Pacific,Apparel,Direct Sales,36,850.0,0.1,27540.0,8224.23
2024-05-01,Middle East,Electronics,Direct Sales,48,299.99,0.15,12239.59,6467.34
2024-05-02,Latin America,Apparel,Distributor,30,19.99,0.05,569.71,175.3
2024-05-03,Asia-Pacific,Office Supplies,Online,23,120.0,0.0,2760.0,1501.97
2024-05-04,Europe,Home & Kitchen,Distributor,42,19.99,0.1,755.62,280.74
2024-05-05,Europe,Electronics,Online,44,299.99,0.05,12539.58,5613.25
2024-05-06,Asia-Pacific,Books,Retail Store,14,120.0,0.05,1596.0,561.29
2024-05-07,Latin America,Office Supplies,Online,14,850.0,0.1,10710.0,4624.95
2024-05-08,Europe,Electronics,Online,2,299.99,0.0,599.98,203.44
2024-05-09,Middle East,Books,Retail Store,37,850.0,0.0,31450.0,11977.77
2024-05-10,Europe,Electronics,Online,5,49.99,0.25,187.46,38.91
2024-05-11,North America,Apparel,Distributor,38,299.99,0.15,9689.68,2406.78
2024-05-12,North America,Electronics,Online,45,49.99,0.1,2024.6,615.92
2024-05-13,Latin America,Electronics,Retail Store,41,299.99,0.1,11069.63,6017.18
2024-05-14,Asia-Pacific,Electronics,Distributor,47,299.99,0.1,12689.58,5380.1
